record_id,province,district,ds_division,safe_zone_id,safe_zone_name,camp_id,camp_name,latitude,longitude,population,children_count,elderly_count,food_available,water_available,medicine_available,sanitary_available,distance_from_distribution_center,camp_capacity,road_access_status,nearest_distribution_center,camp_priority,food_priority,water_priority,medicine_priority,sanitary_priority,human_error_flag,human_error_type
PF-RD-02765,Northern,Mannar,Musali,SZ-0026,Musali Primary School Safe Zone,CAMP-02765,Musali Relief Camp 2765,9.029572,79.829414,325,97,33,144,5005,19,92,3.2,374,Limited,Mannar District Relief Warehouse,Medium,High,Low,High,Medium,No,None
PF-RD-02766,Eastern,Batticaloa,Batticaloa,SZ-0032,Batticaloa Training Centre Safe Zone,CAMP-02766,Batticaloa Relief Camp 2766,7.646755,81.710244,484,103,30,440,4559,15,70,40.0,597,Limited,Batticaloa District Relief Warehouse,Medium,Low,Medium,High,High,No,None
PF-RD-02767,Northern,Mullaitivu,Maritimepattu,SZ-0029,Maritimepattu Sports Complex Safe Zone,CAMP-02767,Maritimepattu Relief Camp 2767,9.27767,80.821923,429,90,52,298,1798,50,173,8.2,613,Limited,Mullaitivu District Relief Warehouse,Medium,Medium,High,Medium,Medium,No,None
PF-RD-02768,Central,Kandy,Akurana,SZ-0044,Akurana Central College Safe Zone,CAMP-02768,Akurana Relief Camp 2768,7.240464,80.678334,137,37,10,151,1859,8,30,4.3,209,Good,Kandy GN Division Collection Hub,Low,Low,Low,High,Medium,No,None
PF-RD-02769,Central,Kandy,Akurana,SZ-0044,Akurana Central College Safe Zone,CAMP-02769,Akurana Relief Camp 2769,7.211956,80.693471,706,161,89,158,2439,74,111,30.8,905,Limited,Kandy GN Division Collection Hub,High,High,High,Medium,High,No,None
PF-RD-02770,North Western,Kurunegala,Kurunegala,SZ-0055,Kurunegala Cooperative Hall Safe Zone,CAMP-02770,Kurunegala Relief Camp 2770,7.483709,80.354706,177,45,33,50,2339,30,59,11.3,224,Good,Kurunegala DMC Coordination Centre,Medium,High,Low,High,Medium,No,None
PF-RD-02771,Western,Kalutara,Beruwala,SZ-0012,Beruwala Maha Vidyalaya Safe Zone,CAMP-02771,Beruwala Relief Camp 2771,6.641284,80.033074,134,15,8,47,544,20,42,2.9,248,Limited,Kalutara GN Division Collection Hub,Medium,High,High,Low,Medium,No,None
PF-RD-02772,North Western,Puttalam,Puttalam,SZ-0058,Puttalam Training Centre Safe Zone,CAMP-02772,Puttalam Relief Camp 2772,8.065661,79.772352,233,75,31,248,1701,44,107,12.9,461,Good,Puttalam GN Division Collection Hub,Medium,Low,Medium,High,Low,No,None
PF-RD-02773,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-02773,Wattala Relief Camp 2773,7.108318,79.941273,729,205,110,800,13552,112,140,5.9,902,Good,Gampaha GN Division Collection Hub,Medium,Low,Low,High,High,No,None
PF-RD-02774,North Central,Anuradhapura,Thambuttegama,SZ-0050,Thambuttegama Training Centre Safe Zone,CAMP-02774,Thambuttegama Relief Camp 2774,8.278775,80.525058,321,92,11,386,2454,53,87,5.9,419,Good,Anuradhapura District Relief Warehouse,Low,Low,Medium,Medium,Medium,No,None
PF-RD-02775,Northern,Jaffna,Chavakachcheri,SZ-0021,Chavakachcheri Sports Complex Safe Zone,CAMP-02775,Chavakachcheri Relief Camp 2775,9.576521,79.978463,238,71,40,101,862,14,103,29.7,333,Good,Jaffna DMC Coordination Centre,High,High,High,High,Low,No,None
PF-RD-02776,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-02776,Homagama Relief Camp 2776,6.943448,79.848831,53,13,2,48,240,5,19,12.3,70,Good,Colombo Pradeshiya Sabha Stores,Medium,Low,High,Medium,Low,No,None
PF-RD-02777,Uva,Moneragala,Wellawaya,SZ-0070,Wellawaya Community Hall Safe Zone,CAMP-02777,Wellawaya Relief Camp 2777,6.852902,81.309991,271,103,13,309,3969,72,51,6.8,437,Good,Moneragala Pradeshiya Sabha Stores,Low,Low,Low,Medium,Medium,No,None
PF-RD-02778,Eastern,Batticaloa,Manmunai North,SZ-0034,Manmunai North Cooperative Hall Safe Zone,CAMP-02778,Manmunai North Relief Camp 2778,7.743646,81.73885,266,53,47,73,1126,22,63,24.1,469,Good,Batticaloa District Secretariat Stores,High,High,High,High,Medium,No,None
PF-RD-02779,North Western,Kurunegala,Kurunegala,SZ-0055,Kurunegala Cooperative Hall Safe Zone,CAMP-02779,Kurunegala Relief Camp 2779,7.495132,80.341408,663,139,130,669,10171,107,237,2.7,1043,Limited,Kurunegala DMC Coordination Centre,Low,Low,Low,Medium,Medium,No,None
PF-RD-02780,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-02780,Wattala Relief Camp 2780,7.110683,79.950931,225,45,37,201,2884,22,60,6.4,209,Limited,Gampaha GN Division Collection Hub,Low,Low,Low,Medium,Medium,No,None
PF-RD-02781,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-02781,Pottuvil Relief Camp 2781,7.303458,81.680369,123,32,13,59,445,30,18,5.5,172,Good,Ampara DMC Coordination Centre,Medium,Medium,High,Medium,High,No,None
PF-RD-02782,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-02782,Negombo Relief Camp 2782,7.123673,80.015575,435,72,61,289,6332,36,173,19.3,914,Limited,Gampaha District Secretariat Stores,Medium,Medium,Low,Medium,Medium,No,None
PF-RD-02783,Eastern,Trincomalee,Kantale,SZ-0040,Kantale Training Centre Safe Zone,CAMP-02783,Kantale Relief Camp 2783,8.643869,81.191677,161,29,5,100,2973,24,26,6.9,229,Good,Trincomalee DMC Coordination Centre,Low,Medium,Low,Low,High,No,None
PF-RD-02784,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-02784,Kolonnawa Relief Camp 2784,6.978857,79.823782,293,65,46,234,2140,35,59,10.0,449,Limited,Colombo District Relief Warehouse,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-02785,Northern,Vavuniya,Vavuniya,SZ-0031,Vavuniya Public Ground Safe Zone,CAMP-02785,Vavuniya Relief Camp 2785,8.842461,80.515447,211,30,17,205,2738,22,15,19.9,312,Good,Vavuniya GN Division Collection Hub,Low,Low,Low,Medium,High,No,None
PF-RD-02786,Western,Gampaha,Wattala,SZ-0006,Wattala Divisional Secretariat Hall Safe Zone,CAMP-02786,Wattala Relief Camp 2786,7.040571,80.013234,694,185,171,720,3090,109,87,4.6,1514,Good,Gampaha DMC Coordination Centre,Medium,Low,High,High,High,No,None
PF-RD-02787,North Central,Anuradhapura,Kekirawa,SZ-0051,Kekirawa Central College Safe Zone,CAMP-02787,Kekirawa Relief Camp 2787,8.303225,80.443632,125,37,18,66,811,26,12,1.1,210,Good,Anuradhapura District Relief Warehouse,High,Medium,High,High,High,No,None
PF-RD-02788,Western,Gampaha,Wattala,SZ-0006,Wattala Divisional Secretariat Hall Safe Zone,CAMP-02788,Wattala Relief Camp 2788,7.053214,80.00256,222,27,24,132,1414,6,38,2.9,375,Blocked,Gampaha DMC Coordination Centre,High,Medium,High,High,Medium,No,None
PF-RD-02789,Northern,Mannar,Nanaddan,SZ-0027,Nanaddan Sports Complex Safe Zone,CAMP-02789,Nanaddan Relief Camp 2789,8.989898,79.898375,368,80,84,149,6850,95,103,4.6,493,Good,Mannar GN Division Collection Hub,Medium,High,Low,High,Medium,No,None
PF-RD-02790,Northern,Jaffna,Chavakachcheri,SZ-0021,Chavakachcheri Sports Complex Safe Zone,CAMP-02790,Chavakachcheri Relief Camp 2790,9.564652,79.970832,384,97,22,374,5137,80,183,3.2,839,Good,Jaffna DMC Coordination Centre,Low,Low,Low,Medium,Medium,No,None
PF-RD-02791,Southern,Matara,Weligama,SZ-0016,Weligama Temple Hall Safe Zone,CAMP-02791,Weligama Relief Camp 2791,5.973505,80.626064,260,271,34,307,2041,11,62,5.1,538,Good,Matara Army Relief Point,Medium,Low,Medium,High,Medium,Yes,vulnerable_count_mismatch
PF-RD-02792,Western,Colombo,Kaduwela,SZ-0004,Kaduwela Divisional Secretariat Hall Safe Zone,CAMP-02792,Kaduwela Relief Camp 2792,6.869381,79.881028,61,12,5,62,829,8,9,26.8,82,Good,Colombo Army Relief Point,Low,Low,Low,Medium,High,No,None
PF-RD-02793,Sabaragamuwa,Kegalle,Kegalle,SZ-0065,Kegalle Temple Hall Safe Zone,CAMP-02793,Kegalle Relief Camp 2793,7.307338,80.291187,126,34,21,93,849,28,55,21.1,271,Good,Kegalle District Relief Warehouse,Medium,Medium,High,High,Low,No,None
PF-RD-02794,Eastern,Trincomalee,Kinniya,SZ-0039,Kinniya Divisional Secretariat Hall Safe Zone,CAMP-02794,Kinniya Relief Camp 2794,8.643592,81.282622,104,17,11,41,1627,4,17,7.7,173,Good,Trincomalee GN Division Collection Hub,Medium,High,Low,High,High,No,None
PF-RD-02795,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-02795,Kattankudy Relief Camp 2795,7.687686,81.750624,149,35,4,68,1510,19,45,6.9,156,Limited,Batticaloa Pradeshiya Sabha Stores,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-02796,Western,Kalutara,Bandaragama,SZ-0009,Bandaragama Sports Complex Safe Zone,CAMP-02796,Bandaragama Relief Camp 2796,6.599184,79.96811,318,23,46,312,5592,12,50,7.4,548,Good,Kalutara District Relief Warehouse,Low,Low,Low,High,High,No,None
PF-RD-02797,North Western,Kurunegala,Kuliyapitiya,SZ-0056,Kuliyapitiya Central College Safe Zone,CAMP-02797,Kuliyapitiya Relief Camp 2797,7.493483,80.341215,78,11,9,27,240,9,20,5.9,105,Limited,Kurunegala District Relief Warehouse,Medium,High,High,Medium,Medium,No,None
PF-RD-02798,North Central,Polonnaruwa,Medirigiriya,SZ-0052,Medirigiriya Cooperative Hall Safe Zone,CAMP-02798,Medirigiriya Relief Camp 2798,7.846398,81.050222,179,50,12,68,691,5,23,9.3,234,Limited,Polonnaruwa DMC Coordination Centre,High,High,High,High,High,No,None
PF-RD-02799,Northern,Kilinochchi,Poonakary,SZ-0024,Poonakary Divisional Secretariat Hall Safe Zone,CAMP-02799,Poonakary Relief Camp 2799,9.33897,80.392848,223,57,28,187,4028,53,29,10.5,243,Good,Kilinochchi Army Relief Point,Medium,Medium,Low,Medium,High,No,None
PF-RD-02800,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-02800,Wattala Relief Camp 2800,7.04512,79.958354,609,144,86,406,3200,93,149,6.5,906,Limited,Gampaha District Relief Warehouse,Medium,Medium,High,Medium,Medium,No,None
PF-RD-02801,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-02801,Kattankudy Relief Camp 2801,7.694381,81.751038,531,121,56,497,5078,119,105,10.1,1131,Good,Batticaloa Pradeshiya Sabha Stores,Low,Low,Medium,Medium,Medium,No,None
PF-RD-02802,Southern,Matara,Weligama,SZ-0016,Weligama Temple Hall Safe Zone,CAMP-02802,Weligama Relief Camp 2802,5.967292,80.627057,419,83,76,395,7369,57,79,2.6,838,Good,Matara Army Relief Point,Low,Low,Low,Medium,Medium,No,None
PF-RD-02803,North Western,Puttalam,Chilaw,SZ-0060,Chilaw Maha Vidyalaya Safe Zone,CAMP-02803,Chilaw Relief Camp 2803,8.025564,79.822839,536,129,40,671,4266,131,246,14.0,1051,Good,Puttalam DMC Coordination Centre,Medium,Low,Medium,Medium,Medium,No,None
PF-RD-02804,Eastern,Ampara,Akkaraipattu,SZ-0038,Akkaraipattu Primary School Safe Zone,CAMP-02804,Akkaraipattu Relief Camp 2804,7.382651,81.677698,1103,242,33,1424,17735,178,104,14.0,1158,Good,Ampara GN Division Collection Hub,Low,Low,Low,Low,High,No,None
PF-RD-02805,North Western,Kurunegala,Kurunegala,SZ-0057,Kurunegala Training Centre Safe Zone,CAMP-02805,Kurunegala Relief Camp 2805,7.505291,80.297275,615,162,80,663,6662,120,97,8.8,1125,Good,Kurunegala Army Relief Point,Medium,Low,Medium,Medium,High,No,None
PF-RD-02806,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-02806,Kattankudy Relief Camp 2806,7.684007,81.751346,685,205,64,481,4409,88,48,15.1,842,Good,Batticaloa Pradeshiya Sabha Stores,Medium,Medium,High,Medium,High,No,None
PF-RD-02807,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-02807,Balangoda Relief Camp 2807,6.753638,80.434024,297,62,51,222,2602,68,128,7.6,550,Good,Ratnapura District Secretariat Stores,Medium,Medium,Medium,Medium,Low,No,None
PF-RD-02808,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-02808,Akkaraipattu Relief Camp 2808,7.316095,81.646161,968,293,154,412,7488,141,182,39.5,826,Blocked,Ampara District Secretariat Stores,High,High,Medium,High,High,No,None
PF-RD-02809,Western,Kalutara,Horana,SZ-0010,Horana Sports Complex Safe Zone,CAMP-02809,Horana Relief Camp 2809,6.500306,80.051698,629,116,88,486,8934,41,79,8.8,1146,Good,Kalutara GN Division Collection Hub,Medium,Medium,Low,High,High,No,None
PF-RD-02810,Central,Matale,Matale,SZ-0045,Matale Temple Hall Safe Zone,CAMP-02810,Matale Relief Camp 2810,7.442794,80.542837,1110,127,173,856,2981,199,215,4.7,2066,Good,Matale Army Relief Point,Medium,Medium,High,Low,High,No,None
PF-RD-02811,Northern,Jaffna,Chavakachcheri,SZ-0023,Chavakachcheri Maha Vidyalaya Safe Zone,CAMP-02811,Chavakachcheri Relief Camp 2811,9.623297,80.106477,283,86,45,106,2460,49,101,37.6,506,Limited,Jaffna District Secretariat Stores,Medium,High,Medium,High,Low,No,None
PF-RD-02812,Northern,Jaffna,Chavakachcheri,SZ-0021,Chavakachcheri Sports Complex Safe Zone,CAMP-02812,Chavakachcheri Relief Camp 2812,9.576096,79.976361,743,206,90,470,3879,164,53,12.3,1579,Good,Jaffna DMC Coordination Centre,Medium,Medium,High,Medium,High,No,None
PF-RD-02813,Northern,Mannar,Musali,SZ-0026,Musali Primary School Safe Zone,CAMP-02813,Musali Relief Camp 2813,9.041786,79.813918,36,7,3,32,607,2,12,4.5,66,Good,Mannar District Relief Warehouse,Low,Low,Low,High,Medium,No,None
PF-RD-02814,Sabaragamuwa,Kegalle,Kegalle,SZ-0065,Kegalle Temple Hall Safe Zone,CAMP-02814,Kegalle Relief Camp 2814,7.320072,80.306777,138,30,11,77,861,26,28,10.5,161,Limited,Kegalle District Relief Warehouse,Medium,Medium,High,Low,Medium,No,None
PF-RD-02815,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-02815,Negombo Relief Camp 2815,7.129824,80.023456,741,227,107,259,11738,168,170,12.5,1501,Limited,Gampaha District Secretariat Stores,Medium,High,Low,High,High,No,None
PF-RD-02816,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-02816,Homagama Relief Camp 2816,6.943239,79.848164,285,31,21,103,4025,24,143,11.4,587,Good,Colombo Pradeshiya Sabha Stores,Low,High,Low,Medium,Low,No,None
PF-RD-02817,Western,Kalutara,Beruwala,SZ-0012,Beruwala Maha Vidyalaya Safe Zone,CAMP-02817,Beruwala Relief Camp 2817,6.676239,80.01899,1070,97,242,789,17336,173,294,3.7,1490,Limited,Kalutara GN Division Collection Hub,Medium,Medium,Low,Medium,High,No,None
PF-RD-02818,North Western,Puttalam,Chilaw,SZ-0060,Chilaw Maha Vidyalaya Safe Zone,CAMP-02818,Chilaw Relief Camp 2818,8.028261,79.82679,483,133,41,268,3485,58,224,8.1,535,Good,Puttalam DMC Coordination Centre,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-02819,Southern,Matara,Weligama,SZ-0016,Weligama Temple Hall Safe Zone,CAMP-02819,Weligama Relief Camp 2819,5.974245,80.646021,167,19,42,112,3094,22,19,22.4,277,Good,Matara Army Relief Point,Medium,Medium,Low,Medium,High,No,None
PF-RD-02820,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-02820,Ruwanwella Relief Camp 2820,7.249514,80.293598,292,85,39,190,4841,48,86,6.8,514,Good,Kegalle District Secretariat Stores,Low,Medium,Low,Medium,Medium,No,None
PF-RD-02821,North Western,Puttalam,Anamaduwa,SZ-0059,Anamaduwa Cooperative Hall Safe Zone,CAMP-02821,Anamaduwa Relief Camp 2821,7.960932,79.871646,309,22,16,148,4834,22,70,16.9,621,Limited,Puttalam GN Division Collection Hub,Medium,Medium,Low,Medium,Medium,No,None
PF-RD-02822,Eastern,Trincomalee,Kinniya,SZ-0041,Kinniya Cooperative Hall Safe Zone,CAMP-02822,Kinniya Relief Camp 2822,8.581952,81.270528,230,58,26,101,4566,45,29,6.0,351,Good,Trincomalee District Secretariat Stores,Medium,High,Low,Medium,High,No,None
PF-RD-02823,Sabaragamuwa,Kegalle,Kegalle,SZ-0065,Kegalle Temple Hall Safe Zone,CAMP-02823,Kegalle Relief Camp 2823,7.305627,80.302043,301,79,29,386,4949,26,31,9.6,535,Good,Kegalle District Relief Warehouse,Low,Low,Low,Medium,High,No,None
PF-RD-02824,North Central,Anuradhapura,Kekirawa,SZ-0051,Kekirawa Central College Safe Zone,CAMP-02824,Kekirawa Relief Camp 2824,8.30084,80.455183,543,40,80,153,2286,30,141,17.6,947,Blocked,Anuradhapura District Relief Warehouse,High,High,High,High,Medium,No,None
PF-RD-02825,Eastern,Batticaloa,Batticaloa,SZ-0032,Batticaloa Training Centre Safe Zone,CAMP-02825,Batticaloa Relief Camp 2825,7.671584,81.731871,384,58,13,82,1117,33,145,14.5,613,Limited,Batticaloa District Relief Warehouse,Medium,High,High,Medium,Medium,No,None
PF-RD-02826,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-02826,Balangoda Relief Camp 2826,6.74593,80.450429,309,46,21,164,1245,26,148,2.4,554,Good,Ratnapura District Secretariat Stores,Medium,Medium,High,Medium,Low,No,None
PF-RD-02827,Western,Kalutara,Horana,SZ-0010,Horana Sports Complex Safe Zone,CAMP-02827,Horana Relief Camp 2827,6.50588,80.074165,200,35,30,249,1967,20,17,8.7,381,Good,Kalutara GN Division Collection Hub,Medium,Low,Medium,Medium,High,No,None
PF-RD-02828,Western,Kalutara,Bandaragama,SZ-0009,Bandaragama Sports Complex Safe Zone,CAMP-02828,Bandaragama Relief Camp 2828,6.589994,79.946936,44,5,6,50,581,8,3,20.2,64,Good,Kalutara District Relief Warehouse,Low,Low,Low,Low,High,No,None
PF-RD-02829,Sabaragamuwa,Kegalle,Kegalle,SZ-0065,Kegalle Temple Hall Safe Zone,CAMP-02829,Kegalle Relief Camp 2829,7.306821,80.299953,95,14,6,69,520,17,10,27.3,178,Good,Kegalle District Relief Warehouse,Medium,Medium,High,Low,High,No,None
PF-RD-02830,Northern,Vavuniya,Vavuniya,SZ-0031,Vavuniya Public Ground Safe Zone,CAMP-02830,Vavuniya Relief Camp 2830,8.823371,80.499359,334,99,37,207,4877,53,71,7.6,609,Good,Vavuniya GN Division Collection Hub,Low,Medium,Low,Medium,Medium,No,None
PF-RD-02831,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-02831,Kolonnawa Relief Camp 2831,6.989947,79.82282,615,119,72,518,5728,144,65,6.8,993,Good,Colombo District Relief Warehouse,Medium,Medium,Medium,Medium,High,No,None
PF-RD-02832,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-02832,Hingurakgoda Relief Camp 2832,7.900691,81.011325,1113,306,114,1422,9537,224,554,3.0,2156,Good,Polonnaruwa DMC Coordination Centre,Medium,Low,Medium,Medium,High,No,None
PF-RD-02833,Uva,Badulla,Mahiyanganaya,SZ-0068,Mahiyanganaya Divisional Secretariat Hall Safe Zone,CAMP-02833,Mahiyanganaya Relief Camp 2833,7.026712,80.970963,205,42,16,198,1068,17,55,3.8,432,Limited,Badulla Army Relief Point,Medium,Low,High,Medium,Medium,No,None
PF-RD-02834,Uva,Badulla,Badulla,SZ-0067,Badulla Training Centre Safe Zone,CAMP-02834,Badulla Relief Camp 2834,7.953366,81.063143,394,100,12,236,3256,8,49,11.4,773,Blocked,Badulla GN Division Collection Hub,Medium,Medium,Medium,High,High,Yes,coordinate_typo
PF-RD-02835,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-02835,Hingurakgoda Relief Camp 2835,7.92736,81.006129,49,10,1,21,750,5,6,4.9,95,Good,Polonnaruwa DMC Coordination Centre,Medium,High,Low,Medium,High,No,None
PF-RD-02836,Eastern,Trincomalee,Kinniya,SZ-0041,Kinniya Cooperative Hall Safe Zone,CAMP-02836,Kinniya Relief Camp 2836,8.585283,81.250449,283,83,8,198,1325,24,37,15.9,368,Blocked,Trincomalee District Secretariat Stores,High,Medium,High,Medium,High,No,None
PF-RD-02837,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-02837,Wattala Relief Camp 2837,7.103422,79.941087,694,106,45,885,7756,151,125,5.4,1235,Good,Gampaha GN Division Collection Hub,Low,Low,Medium,Low,Medium,No,None
PF-RD-02838,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-02838,Balangoda Relief Camp 2838,6.762095,80.440321,326,99,43,173,1608,6,75,15.1,617,Blocked,Ratnapura District Secretariat Stores,High,Medium,High,High,Medium,No,None
PF-RD-02839,Eastern,Trincomalee,Kinniya,SZ-0039,Kinniya Divisional Secretariat Hall Safe Zone,CAMP-02839,Kinniya Relief Camp 2839,8.631823,81.258601,1061,157,178,223,9204,211,313,9.3,1259,Good,Trincomalee GN Division Collection Hub,Medium,High,Medium,Medium,High,No,None
PF-RD-02840,North Western,Puttalam,Chilaw,SZ-0060,Chilaw Maha Vidyalaya Safe Zone,CAMP-02840,Chilaw Relief Camp 2840,8.032407,79.824559,529,71,65,304,4147,46,52,12.7,958,Good,Puttalam DMC Coordination Centre,Medium,Medium,Medium,Medium,High,No,None
PF-RD-02841,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-02841,Kattankudy Relief Camp 2841,7.686943,81.752846,312,77,17,243,3888,25,135,9.8,451,Good,Batticaloa Pradeshiya Sabha Stores,Medium,Medium,Medium,Medium,Low,No,None
PF-RD-02842,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-02842,Kolonnawa Relief Camp 2842,6.989063,79.825311,84,16,13,70,1374,5,13,13.3,91,Good,Colombo District Relief Warehouse,Medium,Medium,Low,High,High,No,None
PF-RD-02843,Western,Kalutara,Bandaragama,SZ-0009,Bandaragama Sports Complex Safe Zone,CAMP-02843,Bandaragama Relief Camp 2843,6.557493,79.968231,340,103,53,380,2592,95,171,2.8,546,Good,Kalutara District Relief Warehouse,Medium,Low,Medium,High,Low,No,None
PF-RD-02844,North Western,Puttalam,Puttalam,SZ-0058,Puttalam Training Centre Safe Zone,CAMP-02844,Puttalam Relief Camp 2844,8.067981,79.776875,234,16,29,195,2786,18,63,25.9,451,Good,Puttalam GN Division Collection Hub,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-02845,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-02845,Wattala Relief Camp 2845,7.018718,79.961689,226,25,7,117,2892,41,75,2.7,246,Good,Gampaha District Relief Warehouse,Low,Medium,Low,Low,Low,No,None
PF-RD-02846,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Saf Zone,CAMP-02846,Ruwanwella Relief Camp 2846,7.25548,80.282175,990,354,177,365,9045,219,362,3.6,1656,Good,Kegalle District Secretariat Stores,Medium,High,Medium,High,High,Yes,text_spelling_error
PF-RD-02847,Central,Kandy,Akurana,SZ-0044,Akurana Central College Safe Zone,CAMP-02847,Akurana Relief Camp 2847,7.212116,80.726998,237,14,26,93,2684,48,80,6.5,298,Good,Kandy GN Division Collection Hub,Low,High,Medium,Low,Low,No,None
PF-RD-02848,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-02848,Negombo Relief Camp 2848,7.122471,80.030493,210,55,35,162,3171,13,87,4.9,449,Good,Gampaha District Secretariat Stores,Medium,Medium,Low,High,Low,No,None
PF-RD-02849,Southern,Galle,Galle Four Gravets,SZ-0015,Galle Four Gravets Temple Hall Safe Zone,CAMP-02849,Galle Four Gravets Relief Camp 2849,6.049841,80.292989,351,25,26,261,3264,38,112,6.3,524,Limited,Galle Army Relief Point,Medium,Medium,Medium,Medium,Medium,No,None
